train/cls_loss,train/dice_loss,train/total_loss,train/mAP@50,train/mAP@50-95,valid/cls_loss,valid/dice_loss,valid/total_loss,valid/mAP@50,valid/mAP@50-95
0.6824747323989868,0.6486589908599854,1.3311338424682617,0.35911235213279724,0.12965761125087738,0.6824718117713928,0.560300886631012,1.2427726984024048,6.87249266775325e-05,6.87249303155113e-06
0.6617811918258667,0.6399720907211304,1.3017534017562866,0.38227078318595886,0.1840542107820511,0.6684812307357788,0.563125729560852,1.2316069602966309,0.00288010505028069,0.0002880105166696012
0.6295464634895325,0.6050317287445068,1.2345781326293945,0.4807262718677521,0.2546093463897705,0.6477682590484619,0.5566542148590088,1.2044224739074707,0.13215741515159607,0.013378928415477276
0.5997115969657898,0.6164543032646179,1.2161659002304077,0.4032827615737915,0.35101428627967834,0.6160182952880859,0.5518887639045715,1.1679069995880127,0.21160560846328735,0.022639933973550797
0.5534194707870483,0.6313313841819763,1.1847507953643799,0.4571458399295807,0.42881596088409424,0.5644366145133972,0.5327270030975342,1.0971636772155762,0.29375413060188293,0.04935876280069351
0.4985124468803406,0.5647592544555664,1.0632718801498413,0.5220436453819275,0.44258809089660645,0.48747748136520386,0.49054154753685,0.9780189990997314,0.32968205213546753,0.09955225139856339
0.4269329011440277,0.49151504039764404,0.9184480905532837,0.6215559840202332,0.5125913023948669,0.3814829885959625,0.38337501883506775,0.7648580074310303,0.5608893632888794,0.27443361282348633
0.38050591945648193,0.4232102930545807,0.8037163019180298,0.6256265640258789,0.5636715292930603,0.35449910163879395,0.35563820600509644,0.7101373076438904,0.627299427986145,0.314311146736145
0.3245881199836731,0.34239253401756287,0.6669806241989136,0.686392605304718,0.6246007680892944,0.3258567452430725,0.33013907074928284,0.6559958457946777,0.6200758218765259,0.33748364448547363
0.31292983889579773,0.41388532519340515,0.7268151640892029,0.6726805567741394,0.6554235219955444,0.2719024121761322,0.2749534547328949,0.5468558073043823,0.6854135990142822,0.4235537350177765
0.2179853469133377,0.2703305184841156,0.4883159101009369,0.7542855143547058,0.6220146417617798,0.3221549391746521,0.3082960546016693,0.6304510235786438,0.5590619444847107,0.4230489432811737
0.20350521802902222,0.2458057403564453,0.44931095838546753,0.762438178062439,0.7340978980064392,0.4541643261909485,0.38309934735298157,0.8372637033462524,0.45627647638320923,0.3556819260120392
0.20550867915153503,0.24170070886611938,0.4472094178199768,0.7604524493217468,0.7267473936080933,0.5243613719940186,0.39644569158554077,0.9208070039749146,0.477238267660141,0.3965187072753906
0.15891453623771667,0.15511952340602875,0.314034104347229,0.8352227807044983,0.7997857928276062,0.47220873832702637,0.32750505208969116,0.7997137904167175,0.5359863638877869,0.4203328490257263
0.16094869375228882,0.15422454476356506,0.3151732385158539,0.8225451707839966,0.80763840675354,0.32574188709259033,0.227807879447937,0.5535497665405273,0.668474555015564,0.5303564667701721
0.1713242083787918,0.1303607076406479,0.3016849160194397,0.7979750037193298,0.8018216490745544,0.5347802639007568,0.3791408836841583,0.9139211177825928,0.49659889936447144,0.43042153120040894
0.19328613579273224,0.2753582000732422,0.4686444103717804,0.6886612772941589,0.6792446970939636,0.8745018243789673,0.5349624156951904,1.4094641208648682,0.41198185086250305,0.3234865367412567
0.20077501237392426,0.18724854290485382,0.3880235552787781,0.7662668824195862,0.7440050840377808,0.4821752905845642,0.3690527677536011,0.8512279987335205,0.49643832445144653,0.41578102111816406
0.17744718492031097,0.15789096057415009,0.33533814549446106,0.7849559187889099,0.7414056658744812,0.5596520304679871,0.4059804677963257,0.965632438659668,0.4523375332355499,0.3343406021595001
0.14292080700397491,0.17825137078762054,0.32117217779159546,0.7952187657356262,0.7700348496437073,0.40861818194389343,0.30152440071105957,0.7101426124572754,0.5876677632331848,0.4220622181892395
0.14736323058605194,0.16855856776237488,0.3159218430519104,0.7888978123664856,0.7610701322555542,0.323383629322052,0.23118853569030762,0.5545722246170044,0.6872315406799316,0.515283465385437
0.1413634568452835,0.14323899149894714,0.28460243344306946,0.822463870048523,0.7767521142959595,0.20335716009140015,0.14030545949935913,0.3436626195907593,0.8193687200546265,0.6953282952308655
0.10757400095462799,0.1015215665102005,0.20909558236598969,0.8660584688186646,0.8185295462608337,0.18956011533737183,0.12563279271125793,0.31519293785095215,0.837905764579773,0.7346484661102295
0.10334280133247375,0.12119576334953308,0.22453857958316803,0.8567786812782288,0.8220607042312622,0.18989525735378265,0.12964597344398499,0.31954124569892883,0.8311827182769775,0.733266294002533
0.09610595554113388,0.12653665244579315,0.22264258563518524,0.8407553434371948,0.829918622970581,0.2168920785188675,0.156680166721344,0.3735722303390503,0.7961742877960205,0.6793392896652222
0.11792014539241791,0.11567743867635727,0.23359757661819458,0.8267404437065125,0.8114112019538879,0.27976247668266296,0.19893154501914978,0.47869399189949036,0.7292568683624268,0.6057591438293457
0.09854618459939957,0.12177664041519165,0.22032281756401062,0.8529592156410217,0.8427353501319885,0.23762288689613342,0.16911789774894714,0.40674078464508057,0.7782325744628906,0.6462392210960388
0.09324318915605545,0.10048838704824448,0.19373157620429993,0.8657041788101196,0.8393954634666443,0.25633499026298523,0.17115214467048645,0.4274871051311493,0.7733883857727051,0.6344599723815918
0.08547622710466385,0.13944894075393677,0.22492516040802002,0.8174710869789124,0.8224928975105286,0.19849041104316711,0.12765643000602722,0.32614684104919434,0.8287969827651978,0.7335023880004883
0.16205546259880066,0.10788355767726898,0.26993903517723083,0.840750515460968,0.7954828143119812,0.4168279767036438,0.2518232464790344,0.668651282787323,0.6526626348495483,0.5426083207130432
0.10579724609851837,0.09825601428747177,0.20405326783657074,0.8679388761520386,0.8467373251914978,0.6358587741851807,0.36808720231056213,1.0039459466934204,0.5271278619766235,0.42063888907432556
0.10462265461683273,0.09726118296384811,0.20188383758068085,0.8614747524261475,0.8309839367866516,0.36284559965133667,0.21775880455970764,0.5806043744087219,0.696746826171875,0.5801324844360352
0.11330027133226395,0.10459748655557632,0.21789774298667908,0.8514424562454224,0.8405715227127075,0.32143282890319824,0.2025734782218933,0.5240063071250916,0.7183250188827515,0.5989614725112915
